,date,gender,births
8387,1980-01-01,M,4227
8388,1980-01-02,F,4371
8389,1980-01-02,M,4640
8390,1980-01-03,F,4815
8391,1980-01-03,M,5087
8392,1980-01-04,F,4758
8393,1980-01-04,M,5181
8394,1980-01-05,F,4265
8395,1980-01-05,M,4426
8396,1980-01-06,F,4093
8397,1980-01-06,M,4120
8398,1980-01-07,F,4730
8399,1980-01-07,M,5103
8400,1980-01-08,F,4810
8401,1980-01-08,M,5012
8402,1980-01-09,F,4763
8403,1980-01-09,M,4801
8404,1980-01-10,F,4810
8405,1980-01-10,M,4949
8406,1980-01-11,F,5029
8407,1980-01-11,M,5205
8408,1980-01-12,F,4153
8409,1980-01-12,M,4460
8410,1980-01-13,F,4016
8411,1980-01-13,M,4275
8412,1980-01-14,F,4897
8413,1980-01-14,M,5204
8414,1980-01-15,F,4895
8415,1980-01-15,M,5077
8416,1980-01-16,F,4599
8417,1980-01-16,M,5061
8418,1980-01-17,F,4764
8419,1980-01-17,M,5048
8420,1980-01-18,F,5001
8421,1980-01-18,M,5179
8422,1980-01-19,F,4233
8423,1980-01-19,M,4497
8424,1980-01-20,F,3992
8425,1980-01-20,M,4465
8426,1980-01-21,F,4738
8427,1980-01-21,M,4937
8428,1980-01-22,F,4924
8429,1980-01-22,M,5152
8430,1980-01-23,F,4624
8431,1980-01-23,M,4969
8432,1980-01-24,F,4809
8433,1980-01-24,M,5099
8434,1980-01-25,F,4833
8435,1980-01-25,M,5234
8436,1980-01-26,F,4253
8437,1980-01-26,M,4477
8438,1980-01-27,F,4149
8439,1980-01-27,M,4109
8440,1980-01-28,F,4776
8441,1980-01-28,M,5104
8442,1980-01-29,F,4699
8443,1980-01-29,M,5169
8444,1980-01-30,F,4775
8445,1980-01-30,M,4902
8446,1980-01-31,F,4831
8447,1980-01-31,M,4908
8448,1980-02-01,F,4880
8449,1980-02-01,M,5116
8450,1980-02-02,F,4258
8451,1980-02-02,M,4540
8452,1980-02-03,F,4054
8453,1980-02-03,M,4231
8454,1980-02-04,F,4814
8455,1980-02-04,M,5002
8456,1980-02-05,F,4971
8457,1980-02-05,M,5280
8458,1980-02-06,F,4800
8459,1980-02-06,M,5107
8460,1980-02-07,F,4927
8461,1980-02-07,M,5181
8462,1980-02-08,F,4883
8463,1980-02-08,M,5118
8464,1980-02-09,F,4189
8465,1980-02-09,M,4583
8466,1980-02-10,F,4107
8467,1980-02-10,M,4247
8468,1980-02-11,F,5020
8469,1980-02-11,M,5134
8470,1980-02-12,F,5015
8471,1980-02-12,M,5237
8472,1980-02-13,F,4773
8473,1980-02-13,M,5017
8474,1980-02-14,F,5054
8475,1980-02-14,M,5378
8476,1980-02-15,F,5027
8477,1980-02-15,M,5174
8478,1980-02-16,F,4319
8479,1980-02-16,M,4599
8480,1980-02-17,F,4135
8481,1980-02-17,M,4436
8482,1980-02-18,F,4743
8483,1980-02-18,M,4973
8484,1980-02-19,F,5009
8485,1980-02-19,M,5166
8486,1980-02-20,F,4814
8487,1980-02-20,M,5279
8488,1980-02-21,F,4976
8489,1980-02-21,M,5180
8490,1980-02-22,F,4986
8491,1980-02-22,M,5282
8492,1980-02-23,F,4326
8493,1980-02-23,M,4630
8494,1980-02-24,F,4203
8495,1980-02-24,M,4401
8496,1980-02-25,F,4861
8497,1980-02-25,M,5171
8498,1980-02-26,F,5045
8499,1980-02-26,M,5132
8500,1980-02-27,F,4804
8501,1980-02-27,M,4979
8502,1980-02-28,F,4927
8503,1980-02-28,M,5284
8504,1980-02-29,F,4646
8505,1980-02-29,M,4969
8507,1980-03-01,F,4202
8508,1980-03-01,M,4408
8509,1980-03-02,F,4042
8510,1980-03-02,M,4297
8511,1980-03-03,F,4892
8512,1980-03-03,M,5161
8513,1980-03-04,F,4999
8514,1980-03-04,M,5114
8515,1980-03-05,F,4821
8516,1980-03-05,M,5157
8517,1980-03-06,F,4905
8518,1980-03-06,M,5162
8519,1980-03-07,F,4852
8520,1980-03-07,M,5191
8521,1980-03-08,F,4308
8522,1980-03-08,M,4575
8523,1980-03-09,F,4156
8524,1980-03-09,M,4284
8525,1980-03-10,F,4864
8526,1980-03-10,M,5058
8527,1980-03-11,F,4950
8528,1980-03-11,M,5284
8529,1980-03-12,F,4872
8530,1980-03-12,M,5203
8531,1980-03-13,F,4760
8532,1980-03-13,M,5010
8533,1980-03-14,F,4768
8534,1980-03-14,M,5193
8535,1980-03-15,F,4201
8536,1980-03-15,M,4510
8537,1980-03-16,F,4093
8538,1980-03-16,M,4336
8539,1980-03-17,F,4964
8540,1980-03-17,M,5295
8541,1980-03-18,F,4942
8542,1980-03-18,M,5159
8543,1980-03-19,F,4972
8544,1980-03-19,M,5139
8545,1980-03-20,F,4775
8546,1980-03-20,M,5024
8547,1980-03-21,F,4971
8548,1980-03-21,M,5385
8549,1980-03-22,F,4403
8550,1980-03-22,M,4499
8551,1980-03-23,F,4113
8552,1980-03-23,M,4417
8553,1980-03-24,F,4853
8554,1980-03-24,M,5247
8555,1980-03-25,F,5171
8556,1980-03-25,M,5382
8557,1980-03-26,F,4976
8558,1980-03-26,M,5118
8559,1980-03-27,F,4864
8560,1980-03-27,M,5088
8561,1980-03-28,F,4911
8562,1980-03-28,M,5204
8563,1980-03-29,F,4369
8564,1980-03-29,M,4498
8565,1980-03-30,F,4131
8566,1980-03-30,M,4351
8567,1980-03-31,F,4766
8568,1980-03-31,M,5131
8571,1980-04-01,F,4908
8572,1980-04-01,M,5238
8573,1980-04-02,F,4898
8574,1980-04-02,M,5190
8575,1980-04-03,F,4805
8576,1980-04-03,M,5082
8577,1980-04-04,F,4891
8578,1980-04-04,M,5142
8579,1980-04-05,F,4164
8580,1980-04-05,M,4312
8581,1980-04-06,F,4141
8582,1980-04-06,M,4272
8583,1980-04-07,F,4772
8584,1980-04-07,M,5091
8585,1980-04-08,F,4971
8586,1980-04-08,M,5352
8587,1980-04-09,F,4771
8588,1980-04-09,M,5186
8589,1980-04-10,F,4872
8590,1980-04-10,M,5071
8591,1980-04-11,F,4822
8592,1980-04-11,M,5123
8593,1980-04-12,F,4234
8594,1980-04-12,M,4310
8595,1980-04-13,F,4143
8596,1980-04-13,M,4138
8597,1980-04-14,F,4639
8598,1980-04-14,M,5182
8599,1980-04-15,F,4868
8600,1980-04-15,M,5273
8601,1980-04-16,F,4960
8602,1980-04-16,M,5170
8603,1980-04-17,F,4748
8604,1980-04-17,M,5003
8605,1980-04-18,F,4976
8606,1980-04-18,M,4985
8607,1980-04-19,F,4299
8608,1980-04-19,M,4343
8609,1980-04-20,F,4106
8610,1980-04-20,M,4354
8611,1980-04-21,F,4860
8612,1980-04-21,M,5144
8613,1980-04-22,F,4907
8614,1980-04-22,M,5437
8615,1980-04-23,F,4833
8616,1980-04-23,M,5152
8617,1980-04-24,F,4854
8618,1980-04-24,M,5016
8619,1980-04-25,F,4913
8620,1980-04-25,M,5094
8621,1980-04-26,F,4088
8622,1980-04-26,M,4322
8623,1980-04-27,F,3781
8624,1980-04-27,M,4075
8625,1980-04-28,F,4827
8626,1980-04-28,M,5099
8627,1980-04-29,F,4955
8628,1980-04-29,M,5200
8629,1980-04-30,F,4843
8630,1980-04-30,M,4989
8633,1980-05-01,F,4941
8634,1980-05-01,M,5190
8635,1980-05-02,F,4798
8636,1980-05-02,M,5193
8637,1980-05-03,F,4071
8638,1980-05-03,M,4588
8639,1980-05-04,F,3939
8640,1980-05-04,M,4147
8641,1980-05-05,F,5001
8642,1980-05-05,M,4950
8643,1980-05-06,F,5016
8644,1980-05-06,M,5183
8645,1980-05-07,F,4638
8646,1980-05-07,M,4886
8647,1980-05-08,F,4546
8648,1980-05-08,M,4872
8649,1980-05-09,F,4791
8650,1980-05-09,M,4975
8651,1980-05-10,F,4125
8652,1980-05-10,M,4306
8653,1980-05-11,F,4099
8654,1980-05-11,M,4213
8655,1980-05-12,F,4809
8656,1980-05-12,M,5113
8657,1980-05-13,F,4735
8658,1980-05-13,M,5232
8659,1980-05-14,F,4642
8660,1980-05-14,M,5075
8661,1980-05-15,F,4759
8662,1980-05-15,M,5073
8663,1980-05-16,F,4748
8664,1980-05-16,M,5094
8665,1980-05-17,F,4090
8666,1980-05-17,M,4295
8667,1980-05-18,F,4072
8668,1980-05-18,M,4251
8669,1980-05-19,F,4858
8670,1980-05-19,M,5126
8671,1980-05-20,F,5186
8672,1980-05-20,M,5385
8673,1980-05-21,F,4721
8674,1980-05-21,M,4961
8675,1980-05-22,F,4883
8676,1980-05-22,M,5226
8677,1980-05-23,F,5033
8678,1980-05-23,M,5225
8679,1980-05-24,F,4176
8680,1980-05-24,M,4483
8681,1980-05-25,F,4129
8682,1980-05-25,M,4333
8683,1980-05-26,F,4275
8684,1980-05-26,M,4369
8685,1980-05-27,F,4829
8686,1980-05-27,M,5320
8687,1980-05-28,F,4972
8688,1980-05-28,M,5226
8689,1980-05-29,F,4983
8690,1980-05-29,M,5206
8691,1980-05-30,F,5009
8692,1980-05-30,M,5173
8693,1980-05-31,F,4127
8694,1980-05-31,M,4447
8695,1980-06-01,F,4064
8696,1980-06-01,M,4390
8697,1980-06-02,F,4828
8698,1980-06-02,M,5105
8699,1980-06-03,F,4928
8700,1980-06-03,M,5330
8701,1980-06-04,F,4863
8702,1980-06-04,M,5147
8703,1980-06-05,F,4842
8704,1980-06-05,M,5136
8705,1980-06-06,F,4978
8706,1980-06-06,M,5244
8707,1980-06-07,F,4346
8708,1980-06-07,M,4470
8709,1980-06-08,F,3964
8710,1980-06-08,M,4219
8711,1980-06-09,F,4710
8712,1980-06-09,M,4956
8713,1980-06-10,F,5074
8714,1980-06-10,M,5266
8715,1980-06-11,F,4966
8716,1980-06-11,M,5076
8717,1980-06-12,F,4852
8718,1980-06-12,M,5114
8719,1980-06-13,F,4806
8720,1980-06-13,M,5081
8721,1980-06-14,F,4187
8722,1980-06-14,M,4528
8723,1980-06-15,F,4147
8724,1980-06-15,M,4527
8725,1980-06-16,F,5053
8726,1980-06-16,M,5196
8727,1980-06-17,F,4918
8728,1980-06-17,M,5291
8729,1980-06-18,F,5001
8730,1980-06-18,M,5335
8731,1980-06-19,F,4981
8732,1980-06-19,M,5259
8733,1980-06-20,F,5008
8734,1980-06-20,M,5318
8735,1980-06-21,F,4318
8736,1980-06-21,M,4494
8737,1980-06-22,F,4200
8738,1980-06-22,M,4533
8739,1980-06-23,F,5006
8740,1980-06-23,M,5486
8741,1980-06-24,F,5347
8742,1980-06-24,M,5512
8743,1980-06-25,F,5145
8744,1980-06-25,M,5405
8745,1980-06-26,F,5176
8746,1980-06-26,M,5445
8747,1980-06-27,F,5080
8748,1980-06-27,M,5608
8749,1980-06-28,F,4425
8750,1980-06-28,M,4586
8751,1980-06-29,F,4313
8752,1980-06-29,M,4507
8753,1980-06-30,F,5016
8754,1980-06-30,M,5355
8757,1980-07-01,F,5313
8758,1980-07-01,M,5608
8759,1980-07-02,F,5397
8760,1980-07-02,M,5517
8761,1980-07-03,F,5170
8762,1980-07-03,M,5524
8763,1980-07-04,F,4454
8764,1980-07-04,M,4749
8765,1980-07-05,F,4523
8766,1980-07-05,M,4705
8767,1980-07-06,F,4321
8768,1980-07-06,M,4596
8769,1980-07-07,F,5223
8770,1980-07-07,M,5261
8771,1980-07-08,F,5487
8772,1980-07-08,M,5803
8773,1980-07-09,F,5156
8774,1980-07-09,M,5644
8775,1980-07-10,F,5234
8776,1980-07-10,M,5534
8777,1980-07-11,F,5417
8778,1980-07-11,M,5661
8779,1980-07-12,F,4565
8780,1980-07-12,M,4705
8781,1980-07-13,F,4419
8782,1980-07-13,M,4524
8783,1980-07-14,F,5181
8784,1980-07-14,M,5432
8785,1980-07-15,F,5423
8786,1980-07-15,M,5672
8787,1980-07-16,F,5366
8788,1980-07-16,M,5699
8789,1980-07-17,F,5364
8790,1980-07-17,M,5698
8791,1980-07-18,F,5178
8792,1980-07-18,M,5518
8793,1980-07-19,F,4533
8794,1980-07-19,M,4658
8795,1980-07-20,F,4540
8796,1980-07-20,M,4589
8797,1980-07-21,F,5343
8798,1980-07-21,M,5510
8799,1980-07-22,F,5367
8800,1980-07-22,M,5700
8801,1980-07-23,F,5213
8802,1980-07-23,M,5403
8803,1980-07-24,F,5166
8804,1980-07-24,M,5449
8805,1980-07-25,F,5242
8806,1980-07-25,M,5543
8807,1980-07-26,F,4527
8808,1980-07-26,M,4902
8809,1980-07-27,F,4537
8810,1980-07-27,M,4602
8811,1980-07-28,F,5217
8812,1980-07-28,M,5709
8813,1980-07-29,F,5516
8814,1980-07-29,M,5945
8815,1980-07-30,F,5443
8816,1980-07-30,M,5683
8817,1980-07-31,F,5335
8818,1980-07-31,M,5640
8820,1980-08-01,F,5439
8821,1980-08-01,M,5567
8822,1980-08-02,F,4647
8823,1980-08-02,M,4938
8824,1980-08-03,F,4468
8825,1980-08-03,M,4708
8826,1980-08-04,F,5249
8827,1980-08-04,M,5534
8828,1980-08-05,F,5455
8829,1980-08-05,M,5739
8830,1980-08-06,F,5270
8831,1980-08-06,M,5515
8832,1980-08-07,F,5410
8833,1980-08-07,M,5634
8834,1980-08-08,F,5613
8835,1980-08-08,M,5879
8836,1980-08-09,F,4568
8837,1980-08-09,M,4898
8838,1980-08-10,F,4443
8839,1980-08-10,M,4702
8840,1980-08-11,F,5525
8841,1980-08-11,M,5501
8842,1980-08-12,F,5541
8843,1980-08-12,M,5830
8844,1980-08-13,F,5313
8845,1980-08-13,M,5610
8846,1980-08-14,F,5229
8847,1980-08-14,M,5527
8848,1980-08-15,F,5269
8849,1980-08-15,M,5628
8850,1980-08-16,F,4507
8851,1980-08-16,M,4854
8852,1980-08-17,F,4427
8853,1980-08-17,M,4574
8854,1980-08-18,F,5354
8855,1980-08-18,M,5579
8856,1980-08-19,F,5439
8857,1980-08-19,M,5754
8858,1980-08-20,F,5310
8859,1980-08-20,M,5632
8860,1980-08-21,F,5311
8861,1980-08-21,M,5500
8862,1980-08-22,F,5240
8863,1980-08-22,M,5539
8864,1980-08-23,F,4576
8865,1980-08-23,M,4695
8866,1980-08-24,F,4335
8867,1980-08-24,M,4768
8868,1980-08-25,F,5317
8869,1980-08-25,M,5593
8870,1980-08-26,F,5393
8871,1980-08-26,M,5758
8872,1980-08-27,F,5380
8873,1980-08-27,M,5625
8874,1980-08-28,F,5395
8875,1980-08-28,M,5612
8876,1980-08-29,F,5307
8877,1980-08-29,M,5618
8878,1980-08-30,F,4673
8879,1980-08-30,M,4837
8880,1980-08-31,F,4446
8881,1980-08-31,M,4646
8882,1980-09-01,F,4440
8883,1980-09-01,M,4689
8884,1980-09-02,F,5349
8885,1980-09-02,M,5708
8886,1980-09-03,F,5458
8887,1980-09-03,M,5716
8888,1980-09-04,F,5440
8889,1980-09-04,M,5599
8890,1980-09-05,F,5286
8891,1980-09-05,M,5727
8892,1980-09-06,F,4688
8893,1980-09-06,M,4857
8894,1980-09-07,F,4529
8895,1980-09-07,M,4758
8896,1980-09-08,F,5243
8897,1980-09-08,M,5657
8898,1980-09-09,F,5322
8899,1980-09-09,M,5697
8900,1980-09-10,F,5300
8901,1980-09-10,M,5703
8902,1980-09-11,F,5243
8903,1980-09-11,M,5553
8904,1980-09-12,F,5494
8905,1980-09-12,M,5704
8906,1980-09-13,F,4723
8907,1980-09-13,M,4950
8908,1980-09-14,F,4634
8909,1980-09-14,M,4865
8910,1980-09-15,F,5559
8911,1980-09-15,M,5865
8912,1980-09-16,F,5603
8913,1980-09-16,M,5811
8914,1980-09-17,F,5506
8915,1980-09-17,M,5786
8916,1980-09-18,F,5415
8917,1980-09-18,M,5902
8918,1980-09-19,F,5478
8919,1980-09-19,M,5848
8920,1980-09-20,F,4828
8921,1980-09-20,M,5139
8922,1980-09-21,F,4799
8923,1980-09-21,M,4974
8924,1980-09-22,F,5648
8925,1980-09-22,M,5965
8926,1980-09-23,F,5667
8927,1980-09-23,M,6055
8928,1980-09-24,F,5476
8929,1980-09-24,M,5857
8930,1980-09-25,F,5410
8931,1980-09-25,M,5567
8932,1980-09-26,F,5490
8933,1980-09-26,M,5673
8934,1980-09-27,F,4816
8935,1980-09-27,M,4938
8936,1980-09-28,F,4565
8937,1980-09-28,M,4698
8938,1980-09-29,F,5367
8939,1980-09-29,M,5732
8940,1980-09-30,F,5603
8941,1980-09-30,M,5698
8944,1980-10-01,F,5390
8945,1980-10-01,M,5714
8946,1980-10-02,F,5327
8947,1980-10-02,M,5602
8948,1980-10-03,F,5417
8949,1980-10-03,M,5631
8950,1980-10-04,F,4636
8951,1980-10-04,M,4716
8952,1980-10-05,F,4379
8953,1980-10-05,M,4634
8954,1980-10-06,F,5086
8955,1980-10-06,M,5453
8956,1980-10-07,F,5100
8957,1980-10-07,M,5502
8958,1980-10-08,F,5402
8959,1980-10-08,M,5425
8960,1980-10-09,F,5187
8961,1980-10-09,M,5497
8962,1980-10-10,F,5260
8963,1980-10-10,M,5494
8964,1980-10-11,F,4422
8965,1980-10-11,M,4562
8966,1980-10-12,F,4191
8967,1980-10-12,M,4483
8968,1980-10-13,F,4952
8969,1980-10-13,M,5141
8970,1980-10-14,F,5074
8971,1980-10-14,M,5538
8972,1980-10-15,F,5143
8973,1980-10-15,M,5437
8974,1980-10-16,F,4976
8975,1980-10-16,M,5256
8976,1980-10-17,F,5091
8977,1980-10-17,M,5237
8978,1980-10-18,F,4298
8979,1980-10-18,M,4672
8980,1980-10-19,F,4237
8981,1980-10-19,M,4432
8982,1980-10-20,F,5044
8983,1980-10-20,M,5245
8984,1980-10-21,F,5108
8985,1980-10-21,M,5265
8986,1980-10-22,F,4936
8987,1980-10-22,M,5153
8988,1980-10-23,F,4937
8989,1980-10-23,M,5114
8990,1980-10-24,F,5003
8991,1980-10-24,M,5377
8992,1980-10-25,F,4362
8993,1980-10-25,M,4508
8994,1980-10-26,F,4547
8995,1980-10-26,M,4612
8996,1980-10-27,F,4862
8997,1980-10-27,M,5238
8998,1980-10-28,F,5039
8999,1980-10-28,M,5288
9000,1980-10-29,F,4863
9001,1980-10-29,M,5218
9002,1980-10-30,F,4751
9003,1980-10-30,M,5231
9004,1980-10-31,F,4996
9005,1980-10-31,M,5105
9008,1980-11-01,F,4321
9009,1980-11-01,M,4530
9010,1980-11-02,F,4229
9011,1980-11-02,M,4412
9012,1980-11-03,F,4992
9013,1980-11-03,M,5297
9014,1980-11-04,F,5110
9015,1980-11-04,M,5355
9016,1980-11-05,F,5102
9017,1980-11-05,M,5271
9018,1980-11-06,F,4964
9019,1980-11-06,M,5164
9020,1980-11-07,F,5197
9021,1980-11-07,M,5320
9022,1980-11-08,F,4394
9023,1980-11-08,M,4512
9024,1980-11-09,F,4302
9025,1980-11-09,M,4443
9026,1980-11-10,F,5010
9027,1980-11-10,M,5239
9028,1980-11-11,F,5013
9029,1980-11-11,M,5313
9030,1980-11-12,F,4879
9031,1980-11-12,M,5180
9032,1980-11-13,F,4855
9033,1980-11-13,M,5075
9034,1980-11-14,F,5175
9035,1980-11-14,M,5238
9036,1980-11-15,F,4393
9037,1980-11-15,M,4436
9038,1980-11-16,F,4077
9039,1980-11-16,M,4486
9040,1980-11-17,F,4897
9041,1980-11-17,M,5278
9042,1980-11-18,F,5074
9043,1980-11-18,M,5426
9044,1980-11-19,F,4967
9045,1980-11-19,M,5213
9046,1980-11-20,F,4889
9047,1980-11-20,M,5088
9048,1980-11-21,F,4973
9049,1980-11-21,M,5270
9050,1980-11-22,F,4194
9051,1980-11-22,M,4486
9052,1980-11-23,F,4185
9053,1980-11-23,M,4258
9054,1980-11-24,F,5086
9055,1980-11-24,M,5361
9056,1980-11-25,F,5102
9057,1980-11-25,M,5394
9058,1980-11-26,F,4907
9059,1980-11-26,M,5329
9060,1980-11-27,F,3982
9061,1980-11-27,M,4152
9062,1980-11-28,F,4775
9063,1980-11-28,M,4874
9064,1980-11-29,F,4223
9065,1980-11-29,M,4598
9066,1980-11-30,F,4303
9067,1980-11-30,M,4527
9070,1980-12-01,F,5075
9071,1980-12-01,M,5150
9072,1980-12-02,F,5207
9073,1980-12-02,M,5504
9074,1980-12-03,F,4872
9075,1980-12-03,M,5233
9076,1980-12-04,F,4855
9077,1980-12-04,M,5070
9078,1980-12-05,F,5086
9079,1980-12-05,M,5202
9080,1980-12-06,F,4191
9081,1980-12-06,M,4468
9082,1980-12-07,F,4162
9083,1980-12-07,M,4351
9084,1980-12-08,F,5029
9085,1980-12-08,M,5339
9086,1980-12-09,F,4947
9087,1980-12-09,M,5375
9088,1980-12-10,F,4999
9089,1980-12-10,M,5121
9090,1980-12-11,F,4956
9091,1980-12-11,M,5042
9092,1980-12-12,F,4918
9093,1980-12-12,M,5121
9094,1980-12-13,F,4330
9095,1980-12-13,M,4428
9096,1980-12-14,F,4290
9097,1980-12-14,M,4233
9098,1980-12-15,F,5169
9099,1980-12-15,M,5339
9100,1980-12-16,F,5198
9101,1980-12-16,M,5574
9102,1980-12-17,F,5065
9103,1980-12-17,M,5459
9104,1980-12-18,F,5045
9105,1980-12-18,M,5535
9106,1980-12-19,F,5145
9107,1980-12-19,M,5517
9108,1980-12-20,F,4190
9109,1980-12-20,M,4336
9110,1980-12-21,F,4043
9111,1980-12-21,M,4246
9112,1980-12-22,F,4864
9113,1980-12-22,M,5171
9114,1980-12-23,F,4973
9115,1980-12-23,M,5145
9116,1980-12-24,F,4329
9117,1980-12-24,M,4650
9118,1980-12-25,F,3897
9119,1980-12-25,M,4082
9120,1980-12-26,F,4556
9121,1980-12-26,M,4757
9122,1980-12-27,F,4334
9123,1980-12-27,M,4414
9124,1980-12-28,F,4229
9125,1980-12-28,M,4347
9126,1980-12-29,F,5266
9127,1980-12-29,M,5615
9128,1980-12-30,F,5645
9129,1980-12-30,M,5958
9130,1980-12-31,F,5361
9131,1980-12-31,M,5586
9133,1981-01-01,F,3952
9134,1981-01-01,M,4347
9135,1981-01-02,F,4492
9136,1981-01-02,M,4553
9137,1981-01-03,F,4102
9138,1981-01-03,M,4356
9139,1981-01-04,F,4097
9140,1981-01-04,M,4198
9141,1981-01-05,F,4655
9142,1981-01-05,M,4959
9143,1981-01-06,F,4846
9144,1981-01-06,M,5282
9145,1981-01-07,F,5001
9146,1981-01-07,M,5139
9147,1981-01-08,F,4587
9148,1981-01-08,M,4836
9149,1981-01-09,F,4730
9150,1981-01-09,M,4972
9151,1981-01-10,F,4218
9152,1981-01-10,M,4231
9153,1981-01-11,F,3960
9154,1981-01-11,M,4316
9155,1981-01-12,F,4787
9156,1981-01-12,M,5113
9157,1981-01-13,F,4962
9158,1981-01-13,M,5201
9159,1981-01-14,F,5127
9160,1981-01-14,M,5292
9161,1981-01-15,F,4992
9162,1981-01-15,M,5165
9163,1981-01-16,F,4886
9164,1981-01-16,M,5278
9165,1981-01-17,F,4159
9166,1981-01-17,M,4442
9167,1981-01-18,F,4140
9168,1981-01-18,M,4262
9169,1981-01-19,F,5029
9170,1981-01-19,M,5339
9171,1981-01-20,F,5028
9172,1981-01-20,M,5427
9173,1981-01-21,F,4965
9174,1981-01-21,M,5201
9175,1981-01-22,F,4827
9176,1981-01-22,M,5176
9177,1981-01-23,F,4963
9178,1981-01-23,M,5160
9179,1981-01-24,F,4324
9180,1981-01-24,M,4501
9181,1981-01-25,F,4103
9182,1981-01-25,M,4266
9183,1981-01-26,F,4941
9184,1981-01-26,M,5272
9185,1981-01-27,F,5037
9186,1981-01-27,M,5309
9187,1981-01-28,F,4949
9188,1981-01-28,M,5196
9189,1981-01-29,F,4898
9190,1981-01-29,M,4976
9191,1981-01-30,F,4977
9192,1981-01-30,M,5129
9193,1981-01-31,F,4161
9194,1981-01-31,M,4296
9197,1981-02-01,F,4187
9198,1981-02-01,M,4287
9199,1981-02-02,F,5058
9200,1981-02-02,M,5227
9201,1981-02-03,F,5001
9202,1981-02-03,M,5230
9203,1981-02-04,F,4927
9204,1981-02-04,M,5156
9205,1981-02-05,F,4870
9206,1981-02-05,M,5115
9207,1981-02-06,F,4954
9208,1981-02-06,M,5145
9209,1981-02-07,F,4190
9210,1981-02-07,M,4373
9211,1981-02-08,F,4151
9212,1981-02-08,M,4460
9213,1981-02-09,F,5098
9214,1981-02-09,M,5215
9215,1981-02-10,F,5122
9216,1981-02-10,M,5233
9217,1981-02-11,F,4946
9218,1981-02-11,M,5166
9219,1981-02-12,F,4976
9220,1981-02-12,M,5356
9221,1981-02-13,F,4834
9222,1981-02-13,M,4836
9223,1981-02-14,F,4443
9224,1981-02-14,M,4671
9225,1981-02-15,F,4212
9226,1981-02-15,M,4326
9227,1981-02-16,F,4829
9228,1981-02-16,M,4967
9229,1981-02-17,F,5161
9230,1981-02-17,M,5248
9231,1981-02-18,F,5063
9232,1981-02-18,M,5250
9233,1981-02-19,F,5035
9234,1981-02-19,M,5302
9235,1981-02-20,F,4973
9236,1981-02-20,M,5395
9237,1981-02-21,F,4367
9238,1981-02-21,M,4608
9239,1981-02-22,F,4275
9240,1981-02-22,M,4382
9241,1981-02-23,F,4879
9242,1981-02-23,M,5278
9243,1981-02-24,F,5127
9244,1981-02-24,M,5296
9245,1981-02-25,F,4984
9246,1981-02-25,M,5286
9247,1981-02-26,F,4920
9248,1981-02-26,M,5134
9249,1981-02-27,F,5144
9250,1981-02-27,M,5082
9251,1981-02-28,F,4359
9252,1981-02-28,M,4533
9255,1981-03-01,F,4175
9256,1981-03-01,M,4359
9257,1981-03-02,F,4923
9258,1981-03-02,M,5207
9259,1981-03-03,F,5067
9260,1981-03-03,M,5404
9261,1981-03-04,F,4974
9262,1981-03-04,M,5303
9263,1981-03-05,F,4920
9264,1981-03-05,M,5248
9265,1981-03-06,F,4883
9266,1981-03-06,M,5251
9267,1981-03-07,F,4325
9268,1981-03-07,M,4372
9269,1981-03-08,F,4107
9270,1981-03-08,M,4262
9271,1981-03-09,F,4905
9272,1981-03-09,M,5007
9273,1981-03-10,F,5030
9274,1981-03-10,M,5318
9275,1981-03-11,F,4914
9276,1981-03-11,M,5270
9277,1981-03-12,F,5011
9278,1981-03-12,M,5126
9279,1981-03-13,F,4799
9280,1981-03-13,M,5162
9281,1981-03-14,F,4321
9282,1981-03-14,M,4616
9283,1981-03-15,F,4102
9284,1981-03-15,M,4236
9285,1981-03-16,F,4951
9286,1981-03-16,M,5318
9287,1981-03-17,F,5294
9288,1981-03-17,M,5437
9289,1981-03-18,F,4860
9290,1981-03-18,M,5269
9291,1981-03-19,F,4935
9292,1981-03-19,M,5095
9293,1981-03-20,F,4916
9294,1981-03-20,M,5268
9295,1981-03-21,F,4214
9296,1981-03-21,M,4559
9297,1981-03-22,F,4083
9298,1981-03-22,M,4375
9299,1981-03-23,F,4897
9300,1981-03-23,M,5143
9301,1981-03-24,F,5100
9302,1981-03-24,M,5353
9303,1981-03-25,F,4883
9304,1981-03-25,M,5207
9305,1981-03-26,F,5010
9306,1981-03-26,M,5183
9307,1981-03-27,F,5112
9308,1981-03-27,M,5342
9309,1981-03-28,F,4291
9310,1981-03-28,M,4544
9311,1981-03-29,F,4190
9312,1981-03-29,M,4342
9313,1981-03-30,F,4842
9314,1981-03-30,M,5221
9315,1981-03-31,F,5031
9316,1981-03-31,M,5296
9317,1981-04-01,F,4795
9318,1981-04-01,M,5065
9319,1981-04-02,F,4928
9320,1981-04-02,M,5076
9321,1981-04-03,F,4888
9322,1981-04-03,M,5263
9323,1981-04-04,F,4344
9324,1981-04-04,M,4544
9325,1981-04-05,F,4069
9326,1981-04-05,M,4309
9327,1981-04-06,F,4781
9328,1981-04-06,M,5207
9329,1981-04-07,F,5059
9330,1981-04-07,M,5297
9331,1981-04-08,F,4897
9332,1981-04-08,M,5137
9333,1981-04-09,F,4811
9334,1981-04-09,M,5241
9335,1981-04-10,F,4916
9336,1981-04-10,M,5199
9337,1981-04-11,F,4264
